symbol_id,abb_zhname,name,registration,industry,tax_ID,found,listing,abb_enname,website,currency,par_value,description,type,enname
2022,聚亨,聚亨企業股份有限公司,,10.0,79841479,1980-11-20,1995-03-27,TYCOONS,https://www.tycons.com.tw,TWD,10.0,,,
2023,燁輝,燁輝企業股份有限公司,,10.0,75947936,1978-04-14,1995-07-28,YP,http://www.yiehphui.com.tw,TWD,10.0,,,
2024,志聯,志聯工業股份有限公司,,10.0,43633504,1973-09-03,1995-12-30,CHIH LIEN,http://www.chihlien.com.tw,TWD,10.0,,,
2025,千興,千興不銹鋼(股)公司,,10.0,70005915,1972-05-08,1996-02-08,CSSSC,https://WWW.CSSSC.COM.TW,TWD,10.0,,,
2027,大成鋼,大成不銹鋼工業股份有限公司,,10.0,22318348,1986-11-27,1996-10-24,TC,https://www.tachen.com.tw,TWD,10.0,,,
2028,威致,威致鋼鐵工業股份有限公司,,10.0,69771636,1982-10-27,1996-12-13,WEI CHIH,https://www.weichih.com.tw,TWD,10.0,,,
2029,盛餘,盛餘股份有限公司,,10.0,79837539,1973-05-19,1997-01-11,SYSCO,https://www.shengyusteel.com,TWD,10.0,,,
2030,彰源,彰源企業股份有限公司,,10.0,60330130,1984-10-05,1998-12-24,FROCH,https://www.froch.com,TWD,10.0,,,
2031,新光鋼,新光鋼鐵股份有限公司,,10.0,35836625,1967-01-01,2000-09-11,Hkssteel,https://www.hkssteel.com.tw,TWD,10.0,,,
2032,新鋼,新鋼工業股份有限公司,,10.0,34008635,1971-07-10,2000-09-11,Sinkang,https://www.sinkang.com.tw,TWD,10.0,,,
2033,佳大,佳大世界股份有限公司,,10.0,72072615,1973-04-23,2000-09-11,CHIA TA,http://www.ctworld.com.tw/,TWD,10.0,,,
2034,允強,允強實業股份有限公司,,10.0,59068700,1973-01-31,2001-09-17,YC,http://www.ycinox.com,TWD,10.0,,,
2038,海光,海光企業股份有限公司,,10.0,75470524,1969-03-21,2008-12-30,HAIKWANG　　,https://www.haikwang.com.tw,TWD,10.0,,,
2049,上銀,上銀科技股份有限公司,,5.0,23503047,1989-10-11,2009-06-26,HIWIN,http://www.hiwin.tw,TWD,10.0,,,
2059,川湖,川湖科技股份有限公司,,28.0,22274989,1986-09-22,2008-06-25,king slide　,http://www.kingslide.com,TWD,10.0,,,
2062,橋椿,橋椿金屬股份有限公司,,20.0,59353423,1984-07-09,2007-11-16,SSM,http://www.sunspring.com.tw,TWD,10.0,,,
2069,運錩,運錩鋼鐵股份有限公司,,10.0,22533297,1987-07-24,2016-03-22,YC,https://www.yuenchang.com.tw,TWD,10.0,,,
2101,南港,南港輪胎股份有限公司,,11.0,11520909,1959-02-25,1963-11-01,NK,http://www.nankang-tyre.com,TWD,10.0,,,
2102,泰豐,泰豐輪胎股份有限公司,,11.0,44721408,1955-11-23,1979-07-16,FEDERAL CORP,http://www.federalcorporation.com/,TWD,10.0,,,
2103,台橡,台橡股份有限公司,,11.0,03553737,1973-11-22,1982-09-25,TSRC,https://www.tsrc.com.tw,TWD,10.0,,,
2104,國際中橡,國際中橡投資控股股份有限公司,,11.0,04382114,1973-06-15,1986-07-15,CSRC,http://www.csrcgroup.com,TWD,10.0,,,
2105,正新,正新橡膠工業股份有限公司,,11.0,59504506,1969-12-19,1987-12-07,CST,https://WWW.CST.COM.TW,TWD,10.0,,,
2106,建大,建大工業股份有限公司,,11.0,59619900,1962-03-30,1990-12-20,KENDA,http://www.kendatire.com,TWD,10.0,,,
2107,厚生,厚生股份有限公司,,11.0,03283306,1963-01-22,1992-03-03,FRG,https://www.frg.com.tw,TWD,10.0,,,
2108,南帝,南帝化學工業股份有限公司,,11.0,12209807,1979-01-10,1992-10-27,NANTEX,https://www.nantex.com.tw,TWD,10.0,,,
2109,華豐,華豐橡膠工業股份有限公司,,11.0,59760104,1959-05-27,2000-05-08,HWA FONG,https://www.duro.com.tw,TWD,10.0,,,
2114,鑫永銓,鑫永銓股份有限公司,,11.0,51704734,1969-08-22,2010-12-29,HYC,https://www.hyc-king.com,TWD,10.0,,,
2115,六暉-KY,六暉控股股份有限公司,KY 開曼群島                                                    ,12.0,38773146,2009-10-19,2013-12-25,LU HAI,http://www.luhai.com.tw,TWD,10.0,,,
2201,裕隆,裕隆汽車製造股份有限公司,,12.0,03489200,1953-09-10,1976-07-08,YL,https://www.yulon-motor.com.tw,TWD,10.0,,,
2204,中華,中華汽車工業股份有限公司,,12.0,03098415,1969-06-13,1991-03-12,CMC,https://WWW.CHINA-MOTOR.COM.TW,TWD,10.0,,,
2206,三陽工業,三陽工業股份有限公司,,12.0,24004006,1961-09-14,1996-07-29,SYM,https://www.sanyang.com.tw,TWD,10.0,,,
2207,和泰車,和泰汽車股份有限公司,,12.0,03251108,1955-04-25,1997-02-25,HOTAI MOTOR,https://www.hotaimotor.com.tw,TWD,10.0,,,
2208,台船,台灣國際造船股份有限公司,,15.0,04695235,1973-11-07,2008-12-22,　　CSBC,http://www.csbcnet.com.tw,TWD,10.0,,,
2227,裕日車,裕隆日產汽車股份有限公司,,12.0,80032530,2003-10-22,2004-12-21,YNM,https://www.nissan.com.tw,TWD,10.0,,,
2228,劍麟,劍麟股份有限公司,,12.0,04359789,1977-04-27,2013-11-25,IRF,https://www.ironforce.com.tw,TWD,10.0,,,
2231,為升,為升電裝工業股份有限公司,,12.0,23219346,1989-01-09,2010-11-19,CUB,http://www.cubelec.com.tw,TWD,10.0,,,
2233,宇隆,宇隆科技股份有限公司,,12.0,22702791,1987-12-29,2019-09-17,TURVO,http://www.turvo.com.tw/,TWD,10.0,,,
2236,百達-KY,百達精密工業股份有限公司,KY 開曼群島                                                    ,12.0,42299452,2011-06-29,2015-06-03,Patec,https://www.patec-intl.com,TWD,10.0,,,
2239,英利-KY,開曼英利工業股份有限公司,KY 開曼群島                                                    ,12.0,47423487,2015-01-16,2016-01-27,Cayman Engley,https://www.engley.com,TWD,10.0,,,
2241,艾姆勒,艾姆勒車電股份有限公司,,5.0,53418357,2011-06-24,2020-08-26,Amulaire,https://www.amulaire.com,TWD,10.0,,,
2243,宏旭-KY,宏旭控股股份有限公司,KY 開曼群島                                                    ,12.0,55996613,2015-03-24,2017-09-27,HS,http://www.horngshiue.com,TWD,10.0,,,
2247,汎德永業,汎德永業汽車股份有限公司,,12.0,20838245,1979-11-07,2020-10-12,PGUM,http://www.pgum.com.tw,TWD,10.0,,,
2301,光寶科,光寶科技股份有限公司,,25.0,23357403,1989-03-17,1995-11-17,LTC,http://www.liteon.com/,TWD,10.0,,,
2302,麗正,麗正國際科技股份有限公司,,24.0,04982433,1976-01-23,1985-01-15,RECTRON,https://www.rectron.com.tw,TWD,10.0,,,
2303,聯電,聯華電子股份有限公司,,24.0,47217677,1980-05-22,1985-07-16,UMC,https://WWW.UMC.COM,TWD,10.0,,,
2305,全友,全友電腦股份有限公司,,25.0,47226140,1980-10-23,1988-10-21,MII,https://www.microtek.com.tw,TWD,10.0,,,
2308,台達電,台達電子工業股份有限公司,,28.0,34051920,1975-08-20,1988-12-19,DELTA,https://www.deltaww.com/zh-TW/index,TWD,10.0,,,
2312,金寶,金寶電子工業股份有限公司,,31.0,04370927,1973-04-24,1989-11-07,KINPO,https://www.kinpo.com.tw,TWD,10.0,,,
2313,華通,華通電腦股份有限公司,,28.0,04401392,1973-08-30,1990-07-24,COMPEQ MFG.,https://www.compeq.com.tw,TWD,10.0,,,
2314,台揚,台揚科技股份有限公司,,27.0,47255762,1983-03-31,1990-08-08,MTI,https://www.mtigroup.com,TWD,10.0,,,
2316,楠梓電,楠梓電子股份有限公司,,28.0,76026851,1978-05-02,1991-02-05,WUS,https://www.wus.com.tw,TWD,10.0,,,
2317,鴻海,鴻海精密工業股份有限公司,,31.0,04541302,1974-02-20,1991-06-18,HON HAI,https://www.foxconn.com,TWD,10.0,,,
2321,東訊,東訊股份有限公司,,27.0,47224065,1980-09-25,1991-11-08,TECOM,http://www.tecom.com.tw,TWD,10.0,,,
2323,中環,中環股份有限公司,,26.0,12205020,1978-12-02,1992-02-17,CMC,http://www.cmcnet.com.tw,TWD,10.0,,,
2324,仁寶,仁寶電腦工業股份有限公司,,25.0,21222725,1984-06-01,1992-02-18,Compal,https://www.compal.com,TWD,10.0,,,
2327,國巨,國巨股份有限公司,,28.0,22636630,1987-09-09,1993-10-22,YAGEO,https://WWW.YAGEO.COM,TWD,10.0,,,
2328,廣宇,廣宇科技股份有限公司,,28.0,03546618,1971-05-19,1993-11-09,PI,https://www.panintl.com,TWD,10.0,,,
2329,華泰,華泰電子股份有限公司,,24.0,89004161,1971-06-12,1994-04-20,OSE,https://www.ose.com.tw,TWD,10.0,,,
2330,台積電,台灣積體電路製造股份有限公司,,24.0,22099131,1987-02-21,1994-09-05,TSMC,Http://www.tsmc.com,TWD,10.0,,,
2331,精英,精英電腦股份有限公司,,25.0,22449566,1987-05-06,1994-09-21,ECS,http://www.ecs.com.tw,TWD,10.0,,,
2332,友訊,友訊科技股份有限公司,,27.0,22099189,1987-06-20,1994-10-17,D-LINK,https://www.dlink.com.tw,TWD,10.0,,,
2337,旺宏,旺宏電子股份有限公司,,24.0,22099548,1989-12-09,1995-03-15,Macronix,http://www.macronix.com,TWD,10.0,,,
2338,光罩,台灣光罩股份有限公司,,24.0,22099408,1988-10-21,1995-04-17,TMC,http://www.tmcnet.com.tw,TWD,10.0,,,
2340,光磊,光磊科技股份有限公司,,26.0,47255947,1983-12-21,1995-05-02,OPTOTECH,http://www.opto.com.tw/,TWD,10.0,,,
2342,茂矽,台灣茂矽電子股份有限公司,,24.0,22099110,1987-01-08,1995-09-19,MVI,http://www.mosel.com.tw,TWD,10.0,,,
2344,華邦電,華邦電子股份有限公司,,24.0,22099218,1987-09-29,1995-10-18,WEC,https://WWW.WINBOND.COM,TWD,10.0,,,
2345,智邦,智邦科技股份有限公司,,27.0,22099287,1988-02-09,1995-11-15,ACCTON,http://www.accton.com,TWD,10.0,,,
2347,聯強,聯強國際股份有限公司,,29.0,23060541,1988-09-12,1995-12-13,Synnex,http://www.synnex-grp.com/,TWD,10.0,,,
2348,海悅,海悅國際開發股份有限公司,,20.0,22624873,1987-08-12,1996-01-05,Hiyes,https://www.hiyes-group.com.tw,TWD,10.0,,,
2349,錸德,錸德科技股份有限公司,,26.0,23218873,1988-12-29,1996-04-23,RITEK,http://www.ritek.com.tw,TWD,10.0,,,
2351,順德,順德工業股份有限公司,,24.0,58506816,1967-10-17,1996-04-25,SDI,https://www.sdi.com.tw,TWD,10.0,,,
2352,佳世達,佳世達科技股份有限公司,,25.0,12490306,1984-04-21,1996-07-22,Qisda,https://Qisda.com.tw,TWD,10.0,,,
2353,宏碁,宏碁股份有限公司,,25.0,20828393,1976-08-01,1996-09-18,ACER,http://www.acer.com,TWD,10.0,,,
2354,鴻準,鴻準精密工業股份有限公司,,31.0,23707801,1990-04-26,1996-10-08,FTC,https://www.foxconntech.com.tw,TWD,10.0,,,
2355,敬鵬,敬鵬工業股份有限公司,,28.0,43816068,1979-09-26,1996-10-14,CHIN-POON,http://www.cppcb.com.tw,TWD,10.0,,,
2356,英業達,英業達股份有限公司,,25.0,04322046,1975-06-09,1996-11-13,INVENTEC,https://www.inventec.com/,TWD,10.0,,,
2357,華碩,華碩電腦股份有限公司,,25.0,23638777,1990-04-02,1996-11-14,ASUSTEK,http://www.asus.com.tw,TWD,10.0,,,
2358,廷鑫,廷鑫興業股份有限公司,,20.0,22447526,1987-05-01,1996-12-18,TS,http://www.tingsin.com.tw,TWD,10.0,,,
2359,所羅門,所羅門股份有限公司,,31.0,23640801,1990-05-07,1996-12-19,SOLOMON,https://www.solomon.com.tw,TWD,10.0,,,
2360,致茂,致茂電子股份有限公司,,31.0,09461025,1984-11-08,1996-12-21,CHROMA,http://www.chromaate.com,TWD,10.0,,,
2362,藍天,藍天電腦股份有限公司,,25.0,09424319,1983-10-04,1997-04-02,CLEVO CO.,https://www.clevo.com.tw,TWD,10.0,,,
2363,矽統,矽統科技股份有限公司,,24.0,22099202,1987-08-26,1997-08-01,SiS,https://www.sis.com,TWD,10.0,,,
2364,倫飛,倫飛電腦實業股份有限公司,,25.0,79883646,1984-02-27,1997-08-11,Twinhead,http://www.twinhead.com.tw,TWD,10.0,,,
2365,昆盈,昆盈企業股份有限公司,,25.0,05141520,1983-11-03,1997-11-03,KYE,https://www.geniusnet.com.tw,TWD,10.0,,,
2367,燿華,燿華電子股份有限公司,,28.0,05637971,1984-12-31,1997-12-13,UNITECH,https://www.pcbut.com.tw,TWD,10.0,,,
2368,金像電,金像電子(股)公司,,28.0,30955404,1981-09-05,1998-03-09,GCE,http://www.gce.com.tw/,TWD,10.0,,,
2369,菱生,菱生精密工業股份有限公司,,24.0,55625676,1973-04-23,1998-04-10,LPI,http://www.lingsen.com.tw,TWD,10.0,,,
2371,大同,大同股份有限公司,,5.0,11026506,1950-04-11,1962-02-09,TATUNG CO.,http://www.tatung.com.tw,TWD,10.0,,,
2373,震旦行,震旦行股份有限公司,,31.0,03568400,1963-07-19,1991-08-01,Aurora,https://www.aurora.com.tw,TWD,10.0,,,
2374,佳能,佳能企業股份有限公司,,26.0,11394902,1965-05-21,1995-01-16,ABILITY,https://www.abilitycorp.com.tw,TWD,10.0,,,
2375,凱美,凱美電機股份有限公司,,28.0,34230543,1978-09-11,1998-08-29,KAIMEI,http://jamicon.teapo.com,TWD,10.0,,,
2376,技嘉,技嘉科技股份有限公司,,25.0,22044755,1986-04-30,1998-09-24,GIGABYTE,http://www.gigabyte.com,TWD,10.0,,,
2377,微星,微星科技股份有限公司,,25.0,22178368,1986-08-04,1998-10-31,MSI,http://tw.msi.com/,TWD,10.0,,,
2379,瑞昱,瑞昱半導體股份有限公司,,24.0,22671299,1987-10-21,1998-10-26,RT,https://www.realtek.com,TWD,10.0,,,
2380,虹光,虹光精密工業股份有限公司,,25.0,22099759,1991-04-24,1998-12-03,AVISION,https://www.avision.com.tw,TWD,10.0,,,
2382,廣達,廣達電腦股份有限公司,,25.0,22822281,1988-05-09,1999-01-08,QCI,https://www.quantatw.com,TWD,10.0,,,
2383,台光電,台光電子材料股份有限公司,,28.0,86521351,1992-03-24,1998-11-27,EMC,http://www.emctw.com,TWD,10.0,,,
2385,群光,群光電子股份有限公司,,28.0,20954200,1983-02-22,1999-01-05,CHICONY,http://www.chicony.com.tw/,TWD,10.0,,,
2387,精元,精元電腦股份有限公司,,25.0,86244265,1991-07-22,1999-01-25,SUNREX,https://www.sunrex.com.tw,TWD,10.0,,,
2388,威盛,威盛電子股份有限公司,,24.0,86870786,1992-09-21,1999-03-05,VIA,http://www.via.com.tw,TWD,10.0,,,
2390,云辰,云辰電子開發股份有限公司,,31.0,34412092,1980-04-16,1999-06-15,EVERSPRING,http://www.everspring.com,TWD,10.0,,,
2392,正崴,正崴精密工業股份有限公司,,28.0,22223510,1986-07-14,1999-09-20,FOXLINK,https://www.foxlink.com.tw,TWD,10.0,,,
2393,億光,億光電子工業股份有限公司,,26.0,34516147,1983-05-28,1999-11-04,EVERLIGHT,https://www.everlight.com,TWD,10.0,,,
2395,研華,研華股份有限公司,,25.0,05155853,1981-09-07,1999-12-13,ACL,https://www.advantech.com,TWD,10.0,,,
2397,友通,友通資訊股份有限公司,,25.0,30950652,1981-07-14,2000-01-15,DFI Inc.,https://WWW.DFI.COM.TW,TWD,10.0,,,
2399,映泰,映泰股份有限公司,,25.0,23826200,1990-08-29,1999-12-16,BIOSTAR,http://www.biostar.com.tw,TWD,10.0,,,
2401,凌陽,凌陽科技股份有限公司,,24.0,23821182,1990-08-03,2000-01-27,SUNPLUS,https://www.sunplus.com,TWD,10.0,,,
2402,毅嘉,毅嘉科技股份有限公司,,28.0,23588039,1989-11-07,2000-01-14,ICHIA,https://www.ichia.com,TWD,10.0,,,
2404,漢唐,漢唐集成股份有限公司,,31.0,20938096,1982-09-13,2000-03-14,UIS,http://www.uisco.com.tw,TWD,10.0,,,
2405,浩鑫,浩鑫股份有限公司,,25.0,20980880,1983-06-10,2000-03-17,SHUTTLE,https://www.shuttle.com,TWD,10.0,,,
2406,國碩,國碩科技工業股份有限公司,,26.0,97178376,1997-03-26,2000-04-29,GSC,http://www.gigastorage.com.tw/index.aspx,TWD,10.0,,,
2408,南亞科,南亞科技股份有限公司,,24.0,89390656,1995-03-04,2000-08-17,NTC,https://www.nanya.com,TWD,10.0,,,
2409,友達,友達光電股份有限公司,,26.0,84149738,1996-08-12,2000-09-08,AUO,https://www.auo.com,TWD,10.0,,,
2412,中華電,中華電信股份有限公司,,27.0,96979933,1996-06-15,2000-10-27,CHT,http://www.cht.com.tw,TWD,10.0,,,
2413,環科,環隆科技股份有限公司,,28.0,52878846,1984-02-18,2000-09-11,UMEC,http://www.umec.com.tw,TWD,10.0,,,
2414,精技,精技電腦股份有限公司,,29.0,12215548,1979-03-05,2000-09-11,UT,https://www.unitech.com.tw,TWD,10.0,,,
2415,錩新,錩新科技股份有限公司,,28.0,44913118,1972-02-22,2000-09-11,CX TECH,https://www.cxtechnology.com,TWD,10.0,,,
2417,圓剛,圓剛科技股份有限公司,,25.0,23611974,1990-01-17,2000-09-11,AVERMEDIA,https://www.avermedia.com,TWD,10.0,,,
2419,仲琦,仲琦科技股份有限公司,,27.0,22029190,1986-03-24,2000-09-11,H.T.,http://www.hitrontech.com,TWD,10.0,,,
2420,新巨,新巨企業股份有限公司,,28.0,20970807,1983-04-25,2000-09-11,ZIPPY,https://WWW.ZIPPY.COM.TW,TWD,10.0,,,
2421,建準,建準電機工業股份有限公司,,28.0,81448796,1980-10-25,2000-09-11,SUNON,https://www.sunon.com,TWD,10.0,,,
2423,固緯,固緯電子實業股份有限公司,,31.0,04735004,1975-09-01,2000-09-11,GW,https://www.gwinstek.com,TWD,10.0,,,
2424,隴華,隴華電子股份有限公司,,25.0,04926876,1973-01-24,2000-09-11,LUNG HWA,http://www.lunghwa.com.tw,TWD,10.0,,,
2425,承啟,承啟科技股份有限公司,,25.0,22332192,1986-11-17,2000-09-11,CHAINTECH,https://www.chaintech.com.tw,TWD,10.0,,,
2426,鼎元,鼎元光電科技股份有限公司,,26.0,22434156,1987-04-04,2000-09-11,TYNTEK,https://www.tyntek.com.tw,TWD,10.0,,,
2427,三商電,三商電腦股份有限公司,,30.0,31275691,1976-12-09,2000-09-11,MDS,https://www.mds.com.tw,TWD,10.0,,,
2428,興勤,興勤電子工業股份有限公司,,28.0,83639504,1979-07-16,2000-09-11,THINKING,https://www.thinking.com.tw,TWD,10.0,,,
2429,銘旺科,銘旺科技股份有限公司,,28.0,12206203,1978-11-30,2000-09-11,PWT,http://www.abonmax.com.tw,TWD,10.0,,,
2430,燦坤,燦坤實業股份有限公司,,29.0,69568009,1978-11-02,2000-09-11,TKE,http://www.tk3c.com.tw/,TWD,10.0,,,
2431,聯昌,聯昌電子企業股份有限公司,,28.0,35568331,1968-12-23,2000-09-11,LIEN CHANG,https://www.lienchang.com.tw,TWD,10.0,,,
2433,互盛電,互盛股份有限公司,,31.0,12516241,1984-08-30,2000-09-11,HUXEN,http://www.eosasc.com.tw,TWD,10.0,,,
2434,統懋,統懋半導體股份有限公司,,24.0,22404266,1987-03-09,2000-09-11,MOSPEC,http://www.mospec.com.tw/,TWD,10.0,,,
2436,偉詮電,偉詮電子股份有限公司,,24.0,22099499,1989-07-05,2000-09-11,Weltrend,https://www.weltrend.com.tw,TWD,10.0,,,
2438,翔耀,翔耀實業股份有限公司,,26.0,12364770,1982-01-14,2000-09-11,ENLIGHT,https://www.enlightcorp.com.tw,TWD,10.0,,,
2439,美律,美律實業股份有限公司,,27.0,52375605,1975-12-24,2000-09-11,MERRY,https://www.merry.com.tw,TWD,10.0,,,
2440,太空梭,太空梭高傳真資訊科技(股)公司,,28.0,01887370,1985-10-16,2000-11-10,SPACE SHUTTLE,https://www.spaces.com.tw,TWD,10.0,,,
2441,超豐,超豐電子股份有限公司,,24.0,05126366,1983-03-07,2000-10-26,GTK,https://www.greatek.com.tw,TWD,10.0,,,
2442,新美齊,新美齊股份有限公司,,25.0,22006274,1986-01-11,2000-11-22,JEAN,http://www.jean.com.tw,TWD,10.0,,,
2443,億麗,億麗科技股份有限公司,,20.0,97165506,1996-09-12,2001-01-03,LEAD DATA INC.,https://WWW.LEADDATA.COM.TW,TWD,10.0,,,
2444,兆勁,兆勁科技股份有限公司,,27.0,89549446,1995-06-12,2000-12-08,AboCom,http://www.abocom.com.tw,TWD,10.0,,,
2449,京元電子,京元電子股份有限公司,,24.0,22507241,1987-05-28,2001-05-09,KYEC,https://www.kyec.com.tw,TWD,10.0,,,
2450,神腦,神腦國際企業股份有限公司,,27.0,12228473,1979-05-18,2001-05-24,SENAO,http://www.senao.com.tw,TWD,10.0,,,
2451,創見,創見資訊股份有限公司,,24.0,23446187,1989-08-30,2001-05-03,Transcend,http://www.transcend-info.com,TWD,10.0,,,
2453,凌群,凌群電腦股份有限公司,,30.0,04967550,1975-07-17,2001-05-22,SYSCOM,http://www.syscom.com.tw,TWD,10.0,,,
2454,聯發科,聯發科技股份有限公司,,24.0,84149961,1997-05-28,2001-07-23,MTK,http://www.mediatek.com,TWD,10.0,,,
2455,全新,全新光電科技股份有限公司,,27.0,97170472,1996-11-26,2002-01-24,VPEC,http://www.vpec.com.tw,TWD,10.0,,,
2456,奇力新,奇力新電子股份有限公司,,28.0,47006693,1972-08-30,2001-09-26,CHILISIN,https://www.chilisin.com,TWD,10.0,,,
2457,飛宏,飛宏科技股份有限公司,,28.0,30435973,1972-12-12,2001-09-17,PHIHONG,https://www.phihong.com.tw,TWD,10.0,,,
2458,義隆,義隆電子股份有限公司,,24.0,84149224,1994-05-05,2001-09-17,ELAN,http://www.emc.com.tw/,TWD,10.0,,,
2459,敦吉,敦吉科技股份有限公司,,29.0,20863763,1980-08-07,2001-09-17,AUDIX,https://www.audix.com,TWD,10.0,,,
2460,建通,建通精密工業股份有限公司,,28.0,84433564,1993-07-16,2001-09-17,GEM,http://www.gem.com.tw,TWD,10.0,,,
2461,光群雷,光群雷射科技股份有限公司,,31.0,22099322,1988-04-29,2001-09-17,K LASER,https://www.klasergroup.com,TWD,10.0,,,
2462,良得電,台灣良得電子股份有限公司,,28.0,04877657,1978-08-15,2001-09-17,LINETEK,http://www.linetek.com.tw,TWD,10.0,,,
2464,盟立,盟立自動化股份有限公司,,31.0,22099478,1989-02-02,2001-09-17,Mirle,http://www.mirle.com.tw,TWD,10.0,,,
2465,麗臺,麗臺科技股份有限公司,,25.0,22325002,1986-10-24,2001-09-19,LEADTEK,http://www.leadtek.com.tw,TWD,10.0,,,
2466,冠西電,冠西電子企業股份有限公司,,26.0,34348590,1981-05-25,2001-09-17,COSMO,https://www.cosmo-ic.com,TWD,10.0,,,
2467,志聖,志聖工業股份有限公司,,28.0,07618057,1978-04-18,2001-09-17,C SUN,https://www.csun.com.tw,TWD,10.0,,,
2468,華經,華經資訊企業股份有限公司,,30.0,12115702,1977-04-11,2001-09-17,FIS,http://www.fis.com.tw,TWD,10.0,,,
2471,資通,資通電腦股份有限公司,,30.0,20873360,1980-12-03,2001-09-17,ARES,https://www.ares.com.tw,TWD,10.0,,,
2472,立隆電,立隆電子工業股份有限公司,,28.0,52358985,1976-02-12,2001-09-17,LELON,https://www.lelon.com.tw,TWD,10.0,,,
2474,可成,可成科技股份有限公司,,31.0,69905810,1984-11-23,2001-09-17,CATCHER,https://www.catcher-group.com,TWD,10.0,,,
2476,鉅祥,鉅祥企業股份有限公司,,28.0,04403568,1975-02-01,2001-09-17,GS,https://www.gs.com.tw,TWD,10.0,,,
2477,美隆電,美隆工業股份有限公司,,31.0,33750329,1973-01-15,2001-09-17,MEILOON,https://www.meiloon.com.tw/,TWD,10.0,,,
2478,大毅,大毅科技股份有限公司,,28.0,23534301,1989-12-28,2001-09-17,TA-I,http://www.tai.com.tw,TWD,10.0,,,
2480,敦陽科,敦陽科技股份有限公司,,30.0,84218848,1993-03-24,2001-09-17,STARK,https://WWW.STI.COM.TW,TWD,10.0,,,
2481,強茂,強茂股份有限公司,,24.0,22145016,1986-05-20,2001-09-17,PANJIT,https://www.panjit.com.tw,TWD,10.0,,,
2482,連宇,連宇股份有限公司,,31.0,38430938,1983-10-06,2001-09-19,UIC,https://uicpayworld.com/,TWD,10.0,,,
2483,百容,百容電子股份有限公司,,28.0,52753108,1981-12-08,2001-09-17,ECE,http://www.ece.com.tw,TWD,10.0,,,
2484,希華,希華晶體科技股份有限公司,,28.0,22771229,1988-01-26,2001-09-17,SIWARD,http://www.siward.com,TWD,10.0,,,
2485,兆赫,兆赫電子股份有限公司,,27.0,12320400,1981-03-18,2001-09-17,ZINWELL,http://www.zinwell.com.tw,TWD,10.0,,,
2486,一詮,一詮精密工業股份有限公司,,26.0,35866232,1977-08-18,2001-09-19,I-CHIUN,https://www.i-chiun.com.tw,TWD,10.0,,,
2488,漢平,漢平電子工業股份有限公司,,31.0,68889236,1969-04-01,2001-09-17,HANPIN,https://www.hanpin.com.tw,TWD,10.0,,,
2489,瑞軒,瑞軒科技股份有限公司,,26.0,84929896,1994-08-11,2001-09-17,AMTRAN,https://www.amtran.com.tw,TWD,10.0,,,
2491,吉祥全,吉祥全球實業股份有限公司,,26.0,89380545,1995-04-14,2001-09-19,FOCL,https://www.focl.com.tw,TWD,10.0,,,
2492,華新科,華新科技股份有限公司,,28.0,19004316,1970-07-29,2001-09-17,WTC,https://www.passivecomponent.com,TWD,10.0,,,
2493,揚博,揚博科技股份有限公司,,28.0,30929883,1980-11-01,2002-01-23,AMPOC,http://www.ampoc.com.tw,TWD,10.0,,,
2495,普安,普安科技股份有限公司,,31.0,84166074,1993-01-19,2002-03-25,Infortrend,https://www.infortrend.com,TWD,10.0,,,
2496,卓越,卓越成功股份有限公司,,20.0,22099786,1991-06-15,2002-03-08,SPC,https://www.chenliedu2496.com/tw/,TWD,10.0,,,
2497,怡利電,怡利電子工業股份有限公司,,12.0,59334664,1983-06-22,2002-02-04,E-LEAD,HTTP://www.e-lead.com.tw,TWD,10.0,,,
2498,宏達電,宏達國際電子股份有限公司,,27.0,16003518,1997-05-15,2002-03-26,HTC,http://www.htc.com,TWD,10.0,,,
2501,國建,國泰建設股份有限公司,,14.0,03374306,1964-12-01,1967-10-28,CATHAY RED,https://www.cathay-red.com.tw,TWD,10.0,,,
2504,國產,國產建材實業股份有限公司,,14.0,24060203,1954-11-30,1978-03-14,GBM,https://www.gdc.com.tw,TWD,10.0,,,
2505,國揚,國揚實業股份有限公司,,14.0,11603817,1972-06-02,1979-11-14,ky,https://www.kycc.com.tw,TWD,10.0,,,
2506,太設,太平洋建設股份有限公司,,14.0,11099009,1967-06-14,1980-02-02,PCC,https://www.pacific-group.com.tw,TWD,10.0,,,
2509,全坤建,全坤建設開發股份有限公司,,14.0,04921056,1973-01-27,1988-05-20,CHAINQUI,https://www.gtg.com.tw,TWD,10.0,,,
2511,太子,太子建設開發股份有限公司,,14.0,72058206,1973-09-20,1991-04-24,PHD,https://www.prince.com.tw,TWD,10.0,,,
2514,龍邦,龍邦國際興業股份有限公司,,20.0,22817273,1988-01-22,1992-09-26,LONG BON,http://www.longbon.com.tw,TWD,10.0,,,
2515,中工,中華工程股份有限公司,,14.0,75094900,1950-09-01,1993-03-02,BES,https://www.bes.com.tw,TWD,10.0,,,
2516,新建,新亞建設開發股份有限公司,,14.0,11762504,1967-12-04,1993-05-25,New Asia,http://www.newasia.com.tw/,TWD,10.0,,,
2520,冠德,冠德建設股份有限公司,,14.0,30900892,1979-11-23,1993-10-27,KINDOM,http://www.kindom.com.tw,TWD,10.0,,,
2524,京城,京城建設股份有限公司,,14.0,06667446,1985-09-13,1994-10-18,KTC,http://www.kingtown.com.tw/,TWD,10.0,,,
